Episode,Time Steps,Reward,Total Reward
0,23,-13,13.000000000000004
1,14,-10.0,1.1000000000000014
2,27,-12.0,17.500000000000007
3,74,-6,51.30000000000002
4,28,-12.0,18.100000000000005
5,69,-7.0,43.10000000000002
6,128,-7.0,93.99999999999996
7,14,-12.0,1.5
8,116,-10.0,87.50000000000001
9,439,-11.0,353.0999999999996
10,25,-12.0,15.000000000000007
11,24,-12.0,10.3
12,40,-6.0,31.200000000000003
13,50,-10.0,31.400000000000013
14,35,-12.0,15.799999999999997
15,52,-6,39.1
16,148,-12.0,101.60000000000001
17,147,-11.0,110.19999999999982
18,80,-10.0,65.0
19,28,-13,13.000000000000004
20,30,-10.0,20.1
21,43,-8.0,30.6
22,115,-6.0,85.09999999999995
23,70,-8.0,67.1
24,130,-10.0,96.50000000000003
25,124,-13,99.29999999999998
26,161,-6.0,111.99999999999994
27,88,-11.0,75.60000000000002
28,30,-7.0,13.100000000000001
29,98,-12.0,75.49999999999996
30,149,-9.0,103.60000000000004
31,190,-11.0,135.89999999999995
32,110,-7.0,82.19999999999995
33,72,-6,65.89999999999999
34,30,-6,16.100000000000016
35,49,-6,28.90000000000002
36,106,-11.0,77.0999999999999
37,113,-10.0,83.70000000000002
38,92,-6,80.79999999999988
39,136,-9.0,98.19999999999989
40,100,-7.0,84.19999999999996
41,73,-10.0,61.8
42,93,-7.0,78.49999999999994
43,89,-8.0,71.89999999999999
44,53,-6,31.900000000000027
45,81,-13.0,62.5
46,122,-6,89.79999999999987
47,32,-9.0,18.5
48,742,-7.0,755.8999999999999
49,100,-8.0,76.60000000000002
50,19,-7.0,7.700000000000001
51,119,-7.0,88.69999999999993
52,110,-6.0,83.39999999999993
53,193,-6.0,131.19999999999973
54,30,-12.0,14.600000000000005
55,30,-6.0,17.299999999999997
56,107,-9.0,80.00000000000001
57,112,-11.0,88.49999999999996
58,68,-10.0,58.0
59,32,-10.0,19.000000000000004
60,16,-11.0,4.299999999999999
61,99,-7.0,77.59999999999997
62,42,-12.0,25.599999999999994
