Episode,Time Steps,Reward,Total Reward
0,24,-5,7.0
1,21,-5,5.5
2,13,-5,1.5
3,105,-5,47.5
4,13,-5,1.5
5,21,-5,5.5
6,75,-5,32.5
7,17,-5,3.5
8,50,-5,20.0
9,20,-5,5.0
10,72,-5,31.0
11,23,-5,6.5
12,41,-5,15.5
13,87,-5,38.5
14,19,-5,4.5
15,75,-5,32.5
16,49,-5,19.5
17,60,-5,25.0
18,20,-5,5.0
19,47,-5,18.5
20,22,-5,6.0
21,18,-5,4.0
22,49,-5,19.5
23,26,-5,8.0
24,57,-5,23.5
25,61,-5,25.5
26,83,-5,36.5
27,83,-5,36.5
28,91,-5,40.5
29,36,-5,13.0
30,87,-5,38.5
31,54,-5,22.0
32,20,-5,5.0
33,96,-5,43.0
34,112,-5,51.0
35,42,-5,16.0
36,67,-5,28.5
37,75,-5,32.5
38,72,-5,31.0
39,92,-5,41.0
40,44,-5,17.0
41,20,-5,5.0
42,29,-5,9.5
43,24,-5,7.0
44,92,-5,41.0
45,22,-5,6.0
46,22,-5,6.0
47,34,-5,12.0
48,31,-5,10.5
49,70,-5,30.0
50,79,-5,34.5
51,29,-5,9.5
52,52,-5,21.0
53,67,-5,28.5
54,38,-5,14.0
55,282,-5,136.0
56,41,-5,15.5
57,157,-5,73.5
58,72,-5,31.0
59,71,-5,30.5
60,27,-5,8.5
61,55,-5,22.5
62,32,-5,11.0
63,22,-5,6.0
64,38,-5,14.0
65,16,-5,3.0
66,36,-5,13.0
