Episode,Time Steps,Reward,Total Reward
0,15,-5,2.5
1,36,-5,13.0
2,35,-5,12.5
3,40,-5,15.0
4,35,-5,12.5
5,35,-5,12.5
6,35,-5,12.5
7,7,-5,-1.5
8,42,-5,16.0
9,43,-5,16.5
10,37,-5,13.5
11,37,-5,13.5
12,39,-5,14.5
13,35,-5,12.5
14,35,-5,12.5
15,35,-5,12.5
16,35,-5,12.5
17,38,-5,14.0
18,6,-5,-2.0
19,36,-5,13.0
20,37,-5,13.5
21,22,-5,6.0
22,35,-5,12.5
23,41,-5,15.5
24,72,-5,31.0
25,38,-5,14.0
26,37,-5,13.5
27,37,-5,13.5
28,35,-5,12.5
29,40,-5,15.0
30,38,-5,14.0
31,39,-5,14.5
32,13,-5,1.5
33,36,-5,13.0
34,42,-5,16.0
35,36,-5,13.0
36,40,-5,15.0
37,39,-5,14.5
38,38,-5,14.0
39,36,-5,13.0
40,35,-5,12.5
41,37,-5,13.5
42,41,-5,15.5
43,37,-5,13.5
44,41,-5,15.5
45,36,-5,13.0
46,34,-5,12.0
47,39,-5,14.5
48,43,-5,16.5
49,35,-5,12.5
50,36,-5,13.0
51,12,-5,1.0
52,40,-5,15.0
53,36,-5,13.0
54,36,-5,13.0
55,6,-5,-2.0
56,34,-5,12.0
57,36,-5,13.0
58,5,-5,-2.5
59,41,-5,15.5
60,36,-5,13.0
61,36,-5,13.0
62,37,-5,13.5
63,35,-5,12.5
64,17,-5,3.5
65,36,-5,13.0
66,36,-5,13.0
67,37,-5,13.5
68,40,-5,15.0
69,40,-5,15.0
70,37,-5,13.5
71,42,-5,16.0
72,39,-5,14.5
73,39,-5,14.5
74,41,-5,15.5
75,36,-5,13.0
76,41,-5,15.5
77,38,-5,14.0
78,38,-5,14.0
79,40,-5,15.0
80,41,-5,15.5
81,41,-5,15.5
82,39,-5,14.5
83,36,-5,13.0
84,40,-5,15.0
85,40,-5,15.0
86,37,-5,13.5
87,36,-5,13.0
88,41,-5,15.5
89,42,-5,16.0
90,42,-5,16.0
91,41,-5,15.5
92,35,-5,12.5
93,42,-5,16.0
94,39,-5,14.5
95,37,-5,13.5
96,37,-5,13.5
97,37,-5,13.5
98,35,-5,12.5
99,39,-5,14.5
100,39,-5,14.5
101,37,-5,13.5
102,8,-5,-1.0
103,38,-5,14.0
104,34,-5,12.0
105,41,-5,15.5
106,40,-5,15.0
107,35,-5,12.5
108,42,-5,16.0
109,42,-5,16.0
110,35,-5,12.5
111,35,-5,12.5
112,42,-5,16.0
