Episode,Time Steps,Reward,Total Reward
0,38,-1651.0,-1651.0
1,12,-1917.0,-1917.0
2,42,-1624.5,-1624.5
3,10,-1957.0,-1957.0
4,10,-1923.0,-1923.0
5,24,-1855.0,-1855.0
6,45,-1605.5,-1605.5
7,23,-1838.0,-1838.0
8,9,-1975.5,-1975.5
9,39,-1655.5,-1655.5
10,37,-1662.5,-1662.5
11,40,-1654.5,-1654.5
12,21,-1860.5,-1860.5
13,43,-1659.0,-1659.0
14,39,-1656.5,-1656.5
15,44,-1587.0,-1587.0
16,41,-1636.5,-1636.5
17,38,-1653.0,-1653.0
18,39,-1660.0,-1660.0
19,37,-1656.0,-1656.0
20,40,-1645.5,-1645.5
21,12,-1911.0,-1911.0
22,48,-1610.5,-1610.5
23,42,-1647.5,-1647.5
24,18,-1858.0,-1858.0
25,15,-1970.0,-1970.0
26,38,-1649.5,-1649.5
27,43,-1626.0,-1626.0
28,42,-1649.5,-1649.5
29,16,-1869.5,-1869.5
30,43,-1625.5,-1625.5
31,43,-1649.5,-1649.5
32,16,-1870.0,-1870.0
33,25,-1783.5,-1783.5
34,42,-1632.0,-1632.0
35,49,-1609.0,-1609.0
36,42,-1632.0,-1632.0
37,44,-1596.5,-1596.5
38,47,-1593.5,-1593.5
39,39,-1653.0,-1653.0
40,46,-1604.0,-1604.0
41,42,-1614.0,-1614.0
42,17,-1966.0,-1966.0
43,60,-1556.5,-1556.5
44,16,-1966.5,-1966.5
45,47,-1596.5,-1596.5
46,40,-1653.0,-1653.0
47,53,-1595.0,-1595.0
48,42,-1653.5,-1653.5
49,43,-1629.5,-1629.5
50,17,-1957.0,-1957.0
51,14,-1902.0,-1902.0
52,45,-1589.0,-1589.0
53,39,-1645.5,-1645.5
54,41,-1649.0,-1649.0
55,42,-1614.5,-1614.5
56,46,-1591.5,-1591.5
57,52,-1577.0,-1577.0
58,47,-1606.0,-1606.0
59,47,-1584.0,-1584.0
60,45,-1603.0,-1603.0
61,47,-1591.5,-1591.5
62,37,-1655.0,-1655.0
63,46,-1592.0,-1592.0
64,42,-1620.5,-1620.5
65,52,-1594.5,-1594.5
66,37,-1658.0,-1658.0
67,55,-1592.5,-1592.5
68,41,-1651.5,-1651.5
69,43,-1616.5,-1616.5
70,45,-1583.0,-1583.0
71,46,-1580.5,-1580.5
72,39,-1639.5,-1639.5
73,42,-1615.0,-1615.0
74,48,-1572.0,-1572.0
75,44,-1592.0,-1592.0
76,45,-1585.0,-1585.0
77,47,-1596.0,-1596.0
78,12,-1906.0,-1906.0
79,19,-1830.5,-1830.5
80,45,-1610.5,-1610.5
81,47,-1569.0,-1569.0
82,45,-1588.0,-1588.0
83,49,-1579.0,-1579.0
84,56,-1574.0,-1574.0
85,47,-1601.5,-1601.5
86,41,-1625.0,-1625.0
87,45,-1604.0,-1604.0
88,47,-1583.0,-1583.0
89,46,-1589.5,-1589.5
90,43,-1622.0,-1622.0
91,27,-1765.5,-1765.5
92,46,-1595.0,-1595.0
93,44,-1609.0,-1609.0
94,45,-1595.0,-1595.0
95,45,-1580.5,-1580.5
96,46,-1580.5,-1580.5
97,40,-1652.0,-1652.0
98,42,-1617.0,-1617.0
99,46,-1585.0,-1585.0
100,44,-1589.5,-1589.5
101,50,-1574.5,-1574.5
102,41,-1624.5,-1624.5
103,24,-1794.5,-1794.5
104,46,-1590.0,-1590.0
105,47,-1588.0,-1588.0
106,38,-1650.5,-1650.5
107,70,-1437.5,-1437.5
108,50,-1570.5,-1570.5
109,41,-1632.5,-1632.5
110,98,-1239.0,-1239.0
111,25,-1791.0,-1791.0
112,46,-1592.0,-1592.0
113,44,-1590.0,-1590.0
114,49,-1586.5,-1586.5
115,16,-1861.0,-1861.0
116,45,-1588.0,-1588.0
117,42,-1608.5,-1608.5
118,46,-1575.5,-1575.5
119,93,-1260.0,-1260.0
