Episode,Time Steps,Reward,Total Reward
0,23,-20.0,2.600000000000005
1,39,-17.0,10.600000000000001
2,39,-11.0,15.924999999999997
3,53,-16.0,36.67499999999999
4,33,-17.0,15.175000000000004
5,105,-18.0,65.4
6,999,1.1749999999999998,1003.7000000000008
7,48,-18.0,31.64999999999999
8,31,-13.0,6.924999999999997
9,204,-18.0,139.57500000000007
10,44,-19.0,18.450000000000003
11,96,-11.0,67.82500000000006
12,40,-15.0,15.125
13,89,-11.0,64.17500000000001
14,79,-13.0,55.45000000000002
15,73,-16.0,50.87500000000003
16,95,-15.0,67.67500000000004
17,103,-11,71.85000000000001
18,105,-14.0,56.42500000000007
19,85,-11,58.57500000000003
20,10,-17.0,-9.075
21,23,-18.0,0.6249999999999964
22,110,-11,74.75000000000004
23,61,-13.0,32.65000000000003
