Episode,Time Steps,Reward,Total Reward
0,37,-5,13.5
1,64,-5,27.0
2,58,-5,24.0
3,61,-5,25.5
4,28,-5,9.0
5,13,-5,1.5
6,13,-5,1.5
7,8,-5,-1.0
8,23,-5,6.5
9,61,-5,25.5
10,67,-5,28.5
11,18,-5,4.0
12,84,-5,37.0
13,82,-5,36.0
14,23,-5,6.5
15,23,-5,6.5
16,62,-5,26.0
17,24,-5,7.0
18,55,-5,22.5
19,63,-5,26.5
20,24,-5,7.0
21,76,-5,33.0
22,21,-5,5.5
23,39,-5,14.5
24,69,-5,29.5
25,12,-5,1.0
26,35,-5,12.5
27,10,-5,0.0
28,81,-5,35.5
29,88,-5,39.0
30,17,-5,3.5
31,69,-5,29.5
32,88,-5,39.0
33,21,-5,5.5
34,28,-5,9.0
35,86,-5,38.0
36,19,-5,4.5
37,9,-5,-0.5
38,52,-5,21.0
39,55,-5,22.5
40,100,-5,45.0
41,54,-5,22.0
42,64,-5,27.0
43,67,-5,28.5
44,88,-5,39.0
45,63,-5,26.5
46,87,-5,38.5
47,71,-5,30.5
48,76,-5,33.0
49,74,-5,32.0
50,79,-5,34.5
51,72,-5,31.0
52,38,-5,14.0
53,21,-5,5.5
54,69,-5,29.5
55,75,-5,32.5
56,75,-5,32.5
57,26,-5,8.0
58,30,-5,10.0
59,73,-5,31.5
60,39,-5,14.5
61,64,-5,27.0
62,62,-5,26.0
63,58,-5,24.0
64,77,-5,33.5
65,84,-5,37.0
66,85,-5,37.5
67,79,-5,34.5
68,75,-5,32.5
69,31,-5,10.5
70,11,-5,0.5
71,81,-5,35.5
72,61,-5,25.5
73,11,-5,0.5
74,94,-5,42.0
75,76,-5,33.0
76,22,-5,6.0
77,67,-5,28.5
78,14,-5,2.0
79,77,-5,33.5
80,53,-5,21.5
81,82,-5,36.0
82,79,-5,34.5
83,88,-5,39.0
84,62,-5,26.0
85,29,-5,9.5
86,66,-5,28.0
87,27,-5,8.5
88,59,-5,24.5
89,75,-5,32.5
90,69,-5,29.5
91,63,-5,26.5
92,76,-5,33.0
93,71,-5,30.5
94,60,-5,25.0
95,93,-5,41.5
96,69,-5,29.5
97,72,-5,31.0
98,70,-5,30.0
99,73,-5,31.5
100,65,-5,27.5
101,55,-5,22.5
102,83,-5,36.5
103,64,-5,27.0
104,31,-5,10.5
105,72,-5,31.0
106,91,-5,40.5
107,64,-5,27.0
108,67,-5,28.5
109,73,-5,31.5
110,68,-5,29.0
111,66,-5,28.0
112,84,-5,37.0
113,60,-5,25.0
114,67,-5,28.5
115,68,-5,29.0
116,70,-5,30.0
117,75,-5,32.5
118,91,-5,40.5
119,85,-5,37.5
120,74,-5,32.0
121,78,-5,34.0
122,41,-5,15.5
123,42,-5,16.0
124,83,-5,36.5
125,62,-5,26.0
126,77,-5,33.5
127,71,-5,30.5
128,88,-5,39.0
129,88,-5,39.0
130,21,-5,5.5
131,82,-5,36.0
132,79,-5,34.5
