Episode,Time Steps,Reward,Total Reward
0,29,-5,9.5
1,19,-5,4.5
2,81,-5,35.5
3,15,-5,2.5
4,20,-5,5.0
5,14,-5,2.0
6,81,-5,35.5
7,47,-5,18.5
8,93,-5,41.5
9,71,-5,30.5
10,11,-5,0.5
11,58,-5,24.0
12,72,-5,31.0
13,66,-5,28.0
14,57,-5,23.5
15,9,-5,-0.5
16,78,-5,34.0
17,61,-5,25.5
18,73,-5,31.5
19,18,-5,4.0
20,28,-5,9.0
21,53,-5,21.5
22,55,-5,22.5
23,17,-5,3.5
24,20,-5,5.0
25,18,-5,4.0
26,61,-5,25.5
27,16,-5,3.0
28,30,-5,10.0
29,54,-5,22.0
30,25,-5,7.5
31,57,-5,23.5
32,71,-5,30.5
33,56,-5,23.0
34,68,-5,29.0
35,67,-5,28.5
36,75,-5,32.5
37,76,-5,33.0
38,83,-5,36.5
39,91,-5,40.5
40,40,-5,15.0
41,83,-5,36.5
42,20,-5,5.0
43,75,-5,32.5
44,83,-5,36.5
45,92,-5,41.0
46,38,-5,14.0
47,68,-5,29.0
48,85,-5,37.5
49,72,-5,31.0
50,79,-5,34.5
51,71,-5,30.5
52,21,-5,5.5
53,70,-5,30.0
54,99,-5,44.5
55,80,-5,35.0
56,58,-5,24.0
57,63,-5,26.5
58,81,-5,35.5
59,9,-5,-0.5
60,81,-5,35.5
61,80,-5,35.0
62,77,-5,33.5
63,101,-5,45.5
64,90,-5,40.0
65,14,-5,2.0
66,80,-5,35.0
67,60,-5,25.0
68,17,-5,3.5
69,18,-5,4.0
70,61,-5,25.5
71,79,-5,34.5
72,18,-5,4.0
73,67,-5,28.5
74,19,-5,4.5
75,66,-5,28.0
76,68,-5,29.0
77,67,-5,28.5
78,63,-5,26.5
79,71,-5,30.5
80,67,-5,28.5
81,72,-5,31.0
82,59,-5,24.5
83,71,-5,30.5
84,70,-5,30.0
85,21,-5,5.5
86,11,-5,0.5
87,64,-5,27.0
88,19,-5,4.5
89,13,-5,1.5
90,81,-5,35.5
91,84,-5,37.0
92,58,-5,24.0
93,30,-5,10.0
94,63,-5,26.5
95,50,-5,20.0
96,75,-5,32.5
97,64,-5,27.0
98,110,-5,50.0
99,92,-5,41.0
100,85,-5,37.5
101,16,-5,3.0
102,78,-5,34.0
103,90,-5,40.0
104,83,-5,36.5
105,82,-5,36.0
106,69,-5,29.5
107,69,-5,29.5
108,69,-5,29.5
109,74,-5,32.0
110,70,-5,30.0
111,70,-5,30.0
112,67,-5,28.5
113,89,-5,39.5
114,12,-5,1.0
115,44,-5,17.0
116,83,-5,36.5
117,81,-5,35.5
118,84,-5,37.0
119,84,-5,37.0
120,96,-5,43.0
121,89,-5,39.5
122,11,-5,0.5
123,93,-5,41.5
124,97,-5,43.5
125,26,-5,8.0
126,23,-5,6.5
127,84,-5,37.0
128,94,-5,42.0
129,84,-5,37.0
130,81,-5,35.5
131,68,-5,29.0
132,79,-5,34.5
133,74,-5,32.0
134,86,-5,38.0
135,66,-5,28.0
136,23,-5,6.5
137,83,-5,36.5
138,94,-5,42.0
139,71,-5,30.5
140,87,-5,38.5
141,85,-5,37.5
142,90,-5,40.0
143,75,-5,32.5
144,74,-5,32.0
145,80,-5,35.0
146,72,-5,31.0
147,22,-5,6.0
148,73,-5,31.5
149,102,-5,46.0
150,95,-5,42.5
151,75,-5,32.5
152,83,-5,36.5
153,96,-5,43.0
154,100,-5,45.0
155,80,-5,35.0
156,80,-5,35.0
157,71,-5,30.5
158,76,-5,33.0
159,78,-5,34.0
160,11,-5,0.5
161,86,-5,38.0
162,81,-5,35.5
163,83,-5,36.5
164,19,-5,4.5
165,19,-5,4.5
166,82,-5,36.0
167,79,-5,34.5
168,69,-5,29.5
169,70,-5,30.0
170,22,-5,6.0
171,73,-5,31.5
172,86,-5,38.0
173,87,-5,38.5
174,22,-5,6.0
175,81,-5,35.5
176,87,-5,38.5
177,84,-5,37.0
178,85,-5,37.5
179,13,-5,1.5
180,106,-5,48.0
181,24,-5,7.0
182,100,-5,45.0
183,70,-5,30.0
184,116,-5,53.0
185,89,-5,39.5
186,33,-5,11.5
187,76,-5,33.0
188,83,-5,36.5
189,84,-5,37.0
190,108,-5,49.0
191,24,-5,7.0
192,29,-5,9.5
193,79,-5,34.5
194,80,-5,35.0
195,71,-5,30.5
196,19,-5,4.5
197,64,-5,27.0
198,74,-5,32.0
199,113,-5,51.5
200,7,-5,-1.5
201,102,-5,46.0
202,100,-5,45.0
203,83,-5,36.5
204,73,-5,31.5
205,68,-5,29.0
206,33,-5,11.5
207,66,-5,28.0
208,95,-5,42.5
209,95,-5,42.5
210,73,-5,31.5
211,75,-5,32.5
212,76,-5,33.0
213,64,-5,27.0
214,80,-5,35.0
215,78,-5,34.0
216,57,-5,23.5
217,55,-5,22.5
218,66,-5,28.0
219,83,-5,36.5
220,74,-5,32.0
221,62,-5,26.0
222,83,-5,36.5
223,112,-5,51.0
224,113,-5,51.5
225,105,-5,47.5
226,101,-5,45.5
227,99,-5,44.5
228,94,-5,42.0
229,94,-5,42.0
230,115,-5,52.5
231,107,-5,48.5
232,90,-5,40.0
233,96,-5,43.0
234,67,-5,28.5
235,80,-5,35.0
236,77,-5,33.5
237,75,-5,32.5
238,74,-5,32.0
239,88,-5,39.0
240,87,-5,38.5
241,72,-5,31.0
242,73,-5,31.5
243,88,-5,39.0
244,73,-5,31.5
245,86,-5,38.0
246,86,-5,38.0
247,76,-5,33.0
248,95,-5,42.5
249,92,-5,41.0
250,109,-5,49.5
251,77,-5,33.5
