Episode,Time Steps,Reward,Total Reward
0,40,-1650.0,-1650.0
1,12,-1925.0,-1925.0
2,42,-1652.0,-1652.0
3,40,-1654.0,-1654.0
4,41,-1639.5,-1639.5
5,19,-1847.5,-1847.5
6,40,-1644.5,-1644.5
7,40,-1647.5,-1647.5
8,25,-1797.5,-1797.5
9,11,-1949.0,-1949.0
10,41,-1651.5,-1651.5
11,9,-1945.5,-1945.5
12,43,-1658.5,-1658.5
13,16,-1863.5,-1863.5
14,43,-1647.5,-1647.5
15,23,-1833.0,-1833.0
16,47,-1628.0,-1628.0
17,27,-1792.0,-1792.0
18,12,-1940.5,-1940.5
19,13,-1901.5,-1901.5
20,38,-1654.0,-1654.0
21,38,-1658.5,-1658.5
22,41,-1645.5,-1645.5
23,18,-1899.5,-1899.5
24,44,-1621.0,-1621.0
25,41,-1641.0,-1641.0
26,19,-1923.5,-1923.5
27,20,-1847.5,-1847.5
28,40,-1645.5,-1645.5
29,44,-1655.5,-1655.5
30,48,-1580.5,-1580.5
31,40,-1636.0,-1636.0
32,47,-1618.5,-1618.5
33,48,-1603.0,-1603.0
34,45,-1614.0,-1614.0
35,14,-1887.0,-1887.0
36,28,-1743.0,-1743.0
37,46,-1589.5,-1589.5
38,59,-1582.0,-1582.0
39,43,-1606.0,-1606.0
40,20,-1825.0,-1825.0
41,30,-1748.0,-1748.0
42,47,-1599.5,-1599.5
43,48,-1589.0,-1589.0
44,42,-1625.5,-1625.5
45,47,-1597.5,-1597.5
46,43,-1605.0,-1605.0
47,45,-1603.0,-1603.0
48,56,-1577.0,-1577.0
