Episode,Time Steps,Reward,Total Reward
0,19,-5,4.5
1,25,-5,7.5
2,114,-5,52.0
3,98,-5,44.0
4,65,-5,27.5
5,110,-5,50.0
6,32,-5,11.0
7,38,-5,14.0
8,25,-5,7.5
9,80,-5,35.0
10,77,-5,33.5
11,49,-5,19.5
12,64,-5,27.0
13,52,-5,21.0
14,27,-5,8.5
15,88,-5,39.0
16,43,-5,16.5
17,46,-5,18.0
18,60,-5,25.0
19,23,-5,6.5
20,45,-5,17.5
21,80,-5,35.0
22,31,-5,10.5
23,72,-5,31.0
24,130,-5,60.0
25,43,-5,16.5
26,29,-5,9.5
27,59,-5,24.5
28,119,-5,54.5
29,72,-5,31.0
30,30,-5,10.0
31,49,-5,19.5
32,85,-5,37.5
33,47,-5,18.5
34,100,-5,45.0
35,54,-5,22.0
36,32,-5,11.0
37,102,-5,46.0
38,14,-5,2.0
39,128,-5,59.0
40,111,-5,50.5
41,47,-5,18.5
42,103,-5,46.5
43,17,-5,3.5
44,65,-5,27.5
45,114,-5,52.0
46,12,-5,1.0
47,30,-5,10.0
48,12,-5,1.0
49,73,-5,31.5
50,69,-5,29.5
51,14,-5,2.0
52,48,-5,19.0
53,122,-5,56.0
54,19,-5,4.5
55,129,-5,59.5
56,109,-5,49.5
57,125,-5,57.5
58,27,-5,8.5
59,91,-5,40.5
60,57,-5,23.5
61,34,-5,12.0
62,94,-5,42.0
63,139,-5,64.5
64,133,-5,61.5
65,24,-5,7.0
66,50,-5,20.0
67,34,-5,12.0
68,44,-5,17.0
69,34,-5,12.0
70,51,-5,20.5
71,37,-5,13.5
72,46,-5,18.0
73,112,-5,51.0
74,48,-5,19.0
75,28,-5,9.0
76,114,-5,52.0
77,131,-5,60.5
78,23,-5,6.5
79,22,-5,6.0
80,46,-5,18.0
81,111,-5,50.5
82,91,-5,40.5
83,79,-5,34.5
84,22,-5,6.0
85,121,-5,55.5
86,67,-5,28.5
87,127,-5,58.5
88,123,-5,56.5
89,49,-5,19.5
90,63,-5,26.5
91,46,-5,18.0
92,102,-5,46.0
93,132,-5,61.0
94,47,-5,18.5
95,96,-5,43.0
96,124,-5,57.0
97,56,-5,23.0
98,116,-5,53.0
99,93,-5,41.5
100,60,-5,25.0
101,32,-5,11.0
102,112,-5,51.0
103,50,-5,20.0
104,109,-5,49.5
105,128,-5,59.0
106,107,-5,48.5
107,110,-5,50.0
108,41,-5,15.5
109,101,-5,45.5
110,110,-5,50.0
111,138,-5,64.0
112,144,-5,67.0
113,114,-5,52.0
114,124,-5,57.0
115,138,-5,64.0
116,124,-5,57.0
117,119,-5,54.5
118,115,-5,52.5
119,16,-5,3.0
120,66,-5,28.0
121,115,-5,52.5
122,33,-5,11.5
123,110,-5,50.0
124,110,-5,50.0
125,16,-5,3.0
126,186,-5,88.0
127,37,-5,13.5
128,75,-5,32.5
129,27,-5,8.5
130,30,-5,10.0
131,33,-5,11.5
132,97,-5,43.5
133,127,-5,58.5
134,66,-5,28.0
135,44,-5,17.0
136,118,-5,54.0
137,114,-5,52.0
138,79,-5,34.5
139,114,-5,52.0
140,100,-5,45.0
141,109,-5,49.5
142,27,-5,8.5
143,70,-5,30.0
144,21,-5,5.5
145,57,-5,23.5
146,129,-5,59.5
147,146,-5,68.0
148,126,-5,58.0
149,118,-5,54.0
150,132,-5,61.0
151,56,-5,23.0
152,96,-5,43.0
153,113,-5,51.5
154,120,-5,55.0
155,133,-5,61.5
156,100,-5,45.0
157,98,-5,44.0
158,67,-5,28.5
159,115,-5,52.5
160,114,-5,52.0
161,103,-5,46.5
162,101,-5,45.5
163,91,-5,40.5
164,59,-5,24.5
165,104,-5,47.0
166,30,-5,10.0
167,100,-5,45.0
168,52,-5,21.0
169,126,-5,58.0
170,87,-5,38.5
171,129,-5,59.5
172,147,-5,68.5
173,126,-5,58.0
174,101,-5,45.5
175,123,-5,56.5
176,112,-5,51.0
177,133,-5,61.5
178,138,-5,64.0
179,119,-5,54.5
180,102,-5,46.0
181,130,-5,60.0
182,85,-5,37.5
183,37,-5,13.5
184,122,-5,56.0
185,83,-5,36.5
186,92,-5,41.0
187,93,-5,41.5
188,131,-5,60.5
189,74,-5,32.0
190,121,-5,55.5
191,114,-5,52.0
192,9,-5,-0.5
193,137,-5,63.5
194,130,-5,60.0
195,107,-5,48.5
196,27,-5,8.5
197,125,-5,57.5
198,28,-5,9.0
199,14,-5,2.0
200,114,-5,52.0
201,132,-5,61.0
202,27,-5,8.5
203,132,-5,61.0
204,59,-5,24.5
205,108,-5,49.0
206,116,-5,53.0
207,58,-5,24.0
208,121,-5,55.5
209,116,-5,53.0
210,86,-5,38.0
211,103,-5,46.5
212,102,-5,46.0
213,109,-5,49.5
214,16,-5,3.0
215,121,-5,55.5
216,140,-5,65.0
217,120,-5,55.0
218,147,-5,68.5
219,97,-5,43.5
220,147,-5,68.5
221,112,-5,51.0
222,103,-5,46.5
223,107,-5,48.5
224,114,-5,52.0
225,33,-5,11.5
226,130,-5,60.0
227,141,-5,65.5
228,118,-5,54.0
229,124,-5,57.0
230,119,-5,54.5
231,76,-5,33.0
232,151,-5,70.5
233,130,-5,60.0
234,151,-5,70.5
