Episode,Time Steps,Reward,Total Reward
0,44,-14.2,14.649999999999995
1,14,-13.5,-4.449999999999999
2,48,-14.2,27.05
3,51,-15.6,28.799999999999997
4,133,-14.2,73.34999999999987
5,37,-15.6,12.200000000000008
6,52,-12.8,22.950000000000006
7,19,-11.4,1.1499999999999986
8,92,-10.7,44.44999999999996
9,94,-11.4,45.54999999999995
10,34,-16.3,7.399999999999995
11,86,-14.899999999999999,49.85
12,39,-10.7,20.950000000000006
13,69,-10.7,31.450000000000014
14,28,-16.3,7.199999999999999
15,47,-12.8,16.049999999999997
16,102,-11.4,59.79999999999993
17,44,-12.8,18.950000000000003
18,132,-15.6,73.04999999999986
19,18,-15.6,-2.6999999999999993
20,47,-15.6,18.500000000000007
21,63,-13.5,28.449999999999996
22,81,-13.5,44.89999999999998
23,100,-15.6,54.54999999999995
24,31,-15.6,6.9499999999999975
25,81,-15.6,45.49999999999997
26,144,-13.5,82.24999999999987
27,118,-10.7,67.74999999999989
28,70,-11.4,42.29999999999999
29,120,-10.7,69.09999999999997
30,43,-17.0,14.499999999999993
31,61,-10.7,39.150000000000006
32,114,-12.1,63.39999999999997
33,54,-13.5,30.650000000000006
34,99,-14.2,54.949999999999974
35,127,-11.4,74.85
36,75,-12.8,45.0
37,101,-14.2,57.95
38,57,-12.8,33.900000000000006
39,72,-12.1,43.64999999999998
40,109,-13.5,61.79999999999997
41,61,-13.5,35.29999999999998
42,60,-10.7,28.700000000000006
43,66,-12.8,37.900000000000006
44,81,-15.6,42.99999999999998
45,80,-10.7,49.55
46,116,-10.7,69.19999999999996
47,74,-15.6,40.20000000000003
48,49,-12.8,28.800000000000008
49,49,-12.8,29.7
50,73,-13.5,42.55
51,49,-13.5,27.449999999999996
52,59,-15.6,32.30000000000002
53,60,-14.899999999999999,35.7
54,53,-12.1,33.29999999999998
55,86,-11.4,50.95000000000002
56,101,-14.2,57.9999999999999
57,70,-12.8,43.3
58,67,-12.1,41.099999999999994
59,84,-10.7,51.599999999999994
60,59,-13.5,35.05
61,92,-14.2,54.89999999999996
62,62,-12.1,38.050000000000004
63,45,-15.6,24.049999999999997
64,98,-14.2,58.599999999999994
65,152,-14.2,86.30000000000004
66,115,-14.2,65.99999999999996
67,94,-16.3,55.79999999999997
68,102,-17.0,58.54999999999997
69,77,-15.6,44.89999999999999
70,103,-11.4,64.19999999999997
71,167,-12.8,110.80000000000001
72,84,-14.2,47.849999999999994
73,53,-12.8,31.600000000000005
74,68,-10.7,41.25
75,78,-15.6,44.24999999999999
76,146,-10.7,100.54999999999997
77,157,-12.8,107.00000000000007
78,149,-16.3,96.60000000000001
