Episode,Time Steps,Reward,Total Reward
0,50,-15.6,43.499999999999986
1,68,-14.899999999999999,55.699999999999996
2,25,-13.5,3.599999999999998
3,76,-10.7,64.1
4,129,-13.5,86.79999999999997
5,29,-13.5,10.399999999999999
6,108,-12.1,81.30000000000001
7,125,-14.899999999999999,92.99999999999994
8,23,-11.4,3.2999999999999954
9,234,-17.0,198.30000000000007
10,42,-12.1,17.599999999999994
11,17,-14.899999999999999,-1.3999999999999986
12,61,-10.7,29.700000000000035
13,131,-15.6,92.59999999999987
14,31,-10.7,15.7
15,106,-14.2,77.49999999999997
16,103,-14.2,77.69999999999999
17,150,-17.0,113.89999999999995
18,82,-13.5,62.5
19,66,-16.3,55.89999999999999
20,73,-16.3,58.400000000000006
21,92,-12.8,72.59999999999992
22,51,-15.6,43.999999999999986
23,93,-17.0,72.00000000000001
24,53,-16.3,45.09999999999998
25,55,-17.0,46.899999999999984
26,61,-17.0,48.69999999999999
27,66,-11.4,59.59999999999997
28,67,-14.2,54.20000000000003
29,103,-10.7,84.69999999999992
30,58,-14.899999999999999,51.50000000000001
31,71,-14.899999999999999,61.00000000000002
32,100,-16.3,72.59999999999998
33,102,-15.6,73.90000000000003
34,46,-14.2,43.19999999999999
35,88,-14.2,88.20000000000002
36,83,-12.8,68.99999999999999
37,75,-10.7,44.40000000000005
38,107,-11.4,86.79999999999986
39,85,-13.5,66.69999999999999
40,21,-16.3,5.900000000000002
41,57,-13.5,52.49999999999997
42,100,-10.7,82.99999999999989
43,186,-12.1,160.1999999999998
44,99,-12.8,79.49999999999994
45,129,-12.8,102.09999999999995
46,58,-15.6,52.70000000000001
47,58,-14.2,50.79999999999998
48,98,-12.1,86.29999999999998
49,106,-13.5,88.30000000000004
50,51,-17.0,48.0
51,47,-15.6,43.09999999999999
52,49,-14.899999999999999,46.099999999999994
53,62,-14.899999999999999,53.29999999999996
54,50,-13.5,47.599999999999994
55,67,-13.5,62.0
56,53,-14.899999999999999,48.19999999999999
57,65,-15.6,49.49999999999998
58,62,-16.3,38.00000000000003
59,57,-13.5,50.999999999999986
60,46,-14.899999999999999,42.8
61,46,-17.0,40.19999999999999
62,82,-14.899999999999999,71.59999999999997
63,171,-10.7,137.69999999999976
64,144,-15.6,132.3999999999999
65,105,-14.899999999999999,88.49999999999997
66,93,-13.5,76.3
67,110,-14.2,90.89999999999989
68,149,-15.6,137.19999999999993
69,54,-14.899999999999999,49.49999999999999
70,146,-15.6,130.89999999999992
71,25,-10.7,10.800000000000011
72,62,-15.6,53.59999999999999
73,107,-15.6,73.50000000000004
74,44,-17.0,38.1
75,54,-10.7,51.8
76,138,-17.0,111.0
77,45,-14.899999999999999,42.49999999999999
78,115,-14.2,91.99999999999983
79,52,-13.5,49.5
80,98,-14.2,84.99999999999991
81,24,-16.3,10.5
82,20,-17.0,4.199999999999999
83,54,-13.5,47.800000000000004
84,48,-17.0,43.899999999999984
