Episode,Time Steps,Reward,Total Reward
0,57,-14.2,30.100000000000005
1,33,-12.1,15.600000000000003
2,105,-11.4,57.25000000000001
3,101,-10.7,52.90000000000005
4,132,-10.7,82.29999999999995
5,111,-10.7,59.25000000000006
6,118,-10.7,74.59999999999997
7,78,-11.05,45.65000000000002
8,85,-10.7,44.25000000000004
9,77,-11.05,43.10000000000002
10,105,-10.7,57.700000000000045
11,93,-13.15,50.05000000000002
12,178,-13.85,116.70000000000005
13,199,-10.7,123.09999999999987
14,215,-14.2,132.4499999999999
15,187,-10.7,124.24999999999993
16,89,-13.5,46.95000000000002
17,32,-14.55,12.900000000000002
