Episode,Time Steps,Reward,Total Reward
0,57,-16.3,65.975
1,13,-11.4,3.4749999999999996
2,60,-12.1,62.74999999999998
3,160,-10.7,180.04999999999993
4,27,-12.8,21.55
5,20,-10.7,11.624999999999993
6,83,-11.4,88.92499999999995
7,30,-12.8,22.599999999999998
8,57,-12.1,70.325
9,54,-14.2,65.44999999999999
10,97,-12.1,115.57500000000007
11,138,-10.7,154.9749999999999
12,115,-17.0,136.62500000000003
13,55,-14.899999999999999,70.475
14,62,-12.8,64.35
15,48,-14.899999999999999,58.22499999999999
16,34,-13.5,37.225
17,32,-15.6,33.724999999999994
18,92,-12.8,106.35000000000004
19,101,-13.5,117.42499999999998
20,74,-17.0,81.74999999999999
21,100,-17.0,108.50000000000006
22,65,-14.899999999999999,76.19999999999996
23,24,-10.7,15.92499999999999
24,52,-16.3,53.17500000000001
25,137,-17.0,149.77500000000012
26,80,-10.7,86.77500000000006
27,18,-14.899999999999999,12.250000000000004
28,63,-11.4,63.15000000000001
29,64,-14.899999999999999,78.94999999999999
30,75,-11.4,92.85000000000007
31,49,-15.6,59.49999999999998
32,76,-10.7,95.00000000000003
33,77,-17.0,94.275
34,70,-14.899999999999999,85.625
35,102,-10.7,121.45
36,69,-12.1,82.62500000000001
37,67,-13.5,81.55000000000003
38,95,-12.8,111.82499999999997
39,73,-12.1,90.22500000000002
40,76,-16.3,75.37500000000003
41,25,-16.3,17.250000000000004
42,114,-10.7,133.52499999999992
43,140,-14.2,152.20000000000016
44,86,-16.3,95.2
45,71,-14.2,84.77499999999998
46,47,-14.2,58.224999999999994
47,72,-12.8,86.57499999999999
48,125,-12.1,145.07500000000002
49,81,-10.7,100.22500000000002
50,63,-10.7,80.35000000000004
51,70,-11.4,88.75
52,63,-14.2,77.60000000000002
53,48,-14.2,60.425
54,63,-13.5,76.87499999999997
55,76,-10.7,92.67500000000004
56,87,-10.7,105.77500000000009
57,86,-11.4,95.97500000000007
58,107,-10.7,125.92499999999991
59,66,-12.8,82.15000000000002
60,52,-12.8,68.67499999999998
61,74,-10.7,92.70000000000005
62,21,-14.2,15.875
63,108,-16.3,125.3750000000001
64,104,-10.7,124.42500000000005
65,89,-12.8,106.95000000000005
66,93,-14.899999999999999,101.72500000000011
67,49,-13.5,63.625
68,66,-12.8,82.825
69,69,-16.3,82.47500000000001
70,52,-15.6,62.57499999999998
71,99,-14.899999999999999,115.07500000000002
72,86,-14.2,95.50000000000004
73,51,-14.2,63.425
74,80,-14.2,96.92499999999998
75,84,-12.8,103.15000000000003
76,87,-10.7,107.27500000000008
77,55,-16.3,64.57499999999999
78,50,-14.2,61.824999999999974
79,56,-13.5,68.6
80,93,-14.2,109.69999999999999
81,56,-12.1,70.59999999999998
82,40,-15.6,50.04999999999999
83,67,-12.8,80.14999999999999
