Episode,Time Steps,Reward,Total Reward
0,20,-14.25,-2.690000000000003
1,43,-13.5,11.367500000000003
2,29,-11.5,3.5600000000000023
3,53,-13.75,16.57500000000001
4,42,-6,16.2925
5,27,-15,-0.01000000000000334
6,22,-13.75,-1.2025000000000023
7,40,-15,8.300000000000004
8,47,-14.0,13.057500000000019
9,23,-13.5,-0.5025000000000013
10,26,-13.5,1.537499999999996
11,60,-13.5,19.825000000000017
12,41,-15,8.774999999999991
13,44,-13.25,12.105
14,33,-15,2.7825000000000024
15,28,-6,8.462499999999999
16,66,-6.5,29.990000000000002
17,31,-7.25,9.052500000000002
18,58,-12.75,19.645000000000017
19,64,-7.5,27.877499999999998
20,28,-14.75,0.8449999999999989
21,55,-11.5,19.382500000000004
22,130,-6.0,62.83999999999993
23,40,-10.25,10.682500000000001
24,86,-13.75,32.85750000000004
25,25,-15,-0.9425000000000026
26,90,-9.75,38.80750000000002
27,77,-10.0,32.12749999999998
28,71,-15.0,23.887499999999996
29,95,-7.5,43.7525
30,32,-6.75,9.912499999999994
31,66,-11.25,25.582500000000003
32,22,-7.5,4.5074999999999985
33,72,-10.25,29.172499999999985
34,58,-13.25,19.102500000000006
35,55,-9.25,21.857499999999998
36,39,-7.0,14.777500000000007
37,76,-12.0,29.995000000000033
38,63,-13.5,21.910000000000004
39,89,-6.5,41.57249999999997
40,55,-14.5,16.4175
41,83,-6,39.23
42,16,-13.25,-4.6325
43,84,-11.75,33.61250000000003
44,98,-15,37.465000000000025
45,46,-13.5,12.802500000000013
46,64,-11.0,24.904999999999994
47,25,-6.5,6.759999999999998
48,15,-15,-6.477500000000001
49,89,-14.75,33.9125
50,50,-8.0,20.527499999999993
51,27,-10.5,4.799999999999997
52,80,-6,37.624999999999986
53,101,-6,48.124999999999986
54,50,-8.0,20.429999999999996
55,53,-10.0,20.03750000000001
56,46,-11.25,15.422500000000003
57,80,-9.75,33.987500000000004
58,71,-14.25,24.752500000000012
59,16,-12.0,-3.400000000000002
60,79,-11.75,31.822500000000012
61,326,-7.75,164.7124999999998
62,47,-14.0,12.925000000000008
63,50,-13.5,15.335000000000012
64,132,-11.0,58.682500000000005
65,61,-14.25,20.352500000000013
66,21,-10.5,1.2475000000000005
67,63,-11.0,24.35250000000002
68,59,-14.0,19.470000000000006
69,81,-8.5,35.98499999999999
70,61,-12.75,21.647500000000008
71,63,-10.75,24.087500000000006
72,92,-15,35.21
73,49,-12.0,16.189999999999998
74,21,-11.0,0.5450000000000017
75,118,-7.0,56.480000000000004
76,81,-14.0,30.3575
77,146,-6.5,70.74750000000006
78,56,-14.25,17.07250000000001
79,87,-9.75,37.57249999999997
80,111,-6.25,53.15749999999999
81,132,-9.25,60.852499999999964
82,80,-10.75,33.35000000000003
83,22,-12.25,0.46250000000000036
84,65,-13.0,23.42500000000001
85,42,-11.5,12.802500000000002
86,51,-7.25,22.0025
87,51,-10.25,18.915000000000006
88,76,-9.5,32.254999999999995
89,51,-12.75,16.712500000000006
90,128,-8.25,60.55999999999999
91,40,-13.25,10.097499999999997
92,75,-6.5,35.1275
93,96,-12.0,40.95500000000002
94,12,-14.25,-7.465000000000001
95,46,-14.25,12.060000000000016
96,54,-11.0,19.46
97,58,-10.0,22.687499999999993
98,18,-12.75,-2.932500000000001
99,50,-15.0,13.857499999999995
100,70,-11.0,27.815000000000026
101,61,-6,28.305000000000007
102,86,-10.75,36.290000000000006
103,78,-14.5,28.262500000000024
104,41,-14.25,8.355000000000011
105,48,-13.25,14.26250000000001
106,49,-15,12.927500000000002
107,41,-6.25,15.189999999999994
108,198,-12.0,96.47499999999998
109,65,-10.25,26.192500000000017
110,60,-15,18.790000000000028
111,45,-14.25,11.627500000000019
112,19,-14.25,-3.6274999999999995
113,121,-12.0,52.94249999999998
114,19,-14.25,-3.3325000000000014
115,21,-6,5.2875
116,58,-9.0,23.595000000000013
117,14,-13.5,-5.8375
118,64,-6,29.75249999999999
119,46,-14.5,11.912500000000005
120,57,-10.0,22.18
121,44,-14.25,11.1175
122,45,-8.75,17.2925
123,48,-13.25,14.267500000000016
124,53,-7.75,22.382500000000004
125,61,-13.25,21.697500000000005
126,76,-6,35.81250000000002
127,103,-8.0,47.87249999999999
128,53,-14.75,15.760000000000016
129,83,-10.25,35.53999999999998
130,47,-11.0,16.277500000000018
131,16,-13.75,-5.0825
132,51,-14.75,14.450000000000014
133,43,-11.5,13.507500000000004
134,42,-12.0,12.342500000000012
135,82,-8.75,36.365
136,65,-6.75,29.167500000000004
137,59,-11.25,22.122499999999995
138,63,-12.0,22.95500000000002
139,45,-10.0,16.097500000000004
140,25,-11.0,2.3249999999999975
141,30,-14.25,1.8624999999999936
142,69,-10.25,27.917500000000025
143,62,-15,20.48500000000002
144,17,-12.0,-2.6675000000000004
145,15,-14.75,-6.5075
146,50,-15,13.39500000000001
147,45,-11.25,14.592500000000005
148,56,-13.75,18.19000000000001
149,19,-11.0,-0.7550000000000008
150,24,-11.5,0.9924999999999997
151,53,-10.25,19.807500000000008
152,15,-12.0,-3.6850000000000005
153,57,-12.25,19.647500000000004
154,69,-8.5,30.070000000000007
155,14,-9.75,-2.4224999999999994
156,51,-13.0,15.802500000000009
157,82,-6.25,38.567499999999995
158,44,-13.75,11.71250000000001
159,511,-7.25,285.87749999999875
160,59,-9.25,24.135000000000005
161,68,-12.0,25.640000000000008
162,525,-13.5,291.9099999999993
163,61,-11.5,22.650000000000006
